date, L Income, L 2020, L 2030, L 2040, L 2050, G Fund, F Fund, C Fund, S Fund, I Fund, 
3/21/12,15.3969,18.1621,18.791,19.3356,10.6639,13.8665,15.3557,17.414,23.4722,19.5996, 
3/20/12,15.4007,18.1824,18.8165,19.3651,10.6838,13.8659,15.3065,17.4459,23.4541,19.7092, 
3/19/12,15.4177,18.2443,18.8968,19.4611,10.7445,13.8653,15.3046,17.498,23.6446,19.9249, 
3/16/12,15.4061,18.2057,18.847,19.4021,10.7073,13.8634,15.3467,17.4287,23.514,19.8555, 
3/15/12,15.3963,18.1716,18.805,19.3536,10.6761,13.8628,15.3458,17.409,23.5315,19.665, 
3/14/12,15.3742,18.1012,18.7144,19.2462,10.6095,13.8622,15.3337,17.3055,23.3276,19.5177, 
3/13/12,15.3897,18.1469,18.7737,19.3173,10.6525,13.8616,15.4217,17.3257,23.5004,19.6458, 
3/12/12,15.3361,17.971,18.5476,19.0507,10.4866,13.861,15.4619,17.0115,23.0381,19.3345, 
3/9/12,15.3375,17.9827,18.5643,19.0717,10.5002,13.8591,15.4533,17.0076,23.1308,19.3855, 
3/8/12,15.3279,17.9539,18.5247,19.0234,10.471,13.8585,15.4617,16.9459,22.8956,19.4337, 
3/7/12,15.2872,17.8167,18.3502,18.8183,10.3424,13.8579,15.4765,16.7795,22.6135,19.0108, 
3/6/12,15.2694,17.7598,18.2758,18.7297,10.2877,13.8572,15.4999,16.6594,22.3749,18.9886, 
3/5/12,15.3242,17.9474,18.5165,19.0141,10.466,13.8566,15.4746,16.9188,22.8287,19.4902, 
3/2/12,15.3354,17.9864,18.5664,19.0729,10.5025,13.8548,15.4897,16.9835,22.8927,19.5819, 
3/1/12,15.3483,18.0355,18.6319,19.152,10.5525,13.8542,15.4576,17.0381,23.1368,19.6956, 
2/29/12,15.3294,17.9705,18.5482,19.0532,10.4903,13.8536,15.495,16.9327,22.9645,19.5465, 
2/28/12,15.3476,18.033,18.6296,19.1503,10.5508,13.853,15.4967,17.0104,23.1821,19.6953, 
2/27/12,15.3385,18.0055,18.5964,19.1127,10.5275,13.8525,15.4948,16.9508,23.2256,19.6186, 
2/24/12,15.3356,18.0069,18.5988,19.1162,10.5311,13.8508,15.4592,16.9246,23.2269,19.7068, 
2/23/12,15.3244,17.9693,18.5526,19.0628,10.4972,13.8502,15.4532,16.8943,23.2387,19.5203, 
2/22/12,15.3071,17.9149,18.481,18.977,10.4444,13.8497,15.4421,16.8191,22.983,19.4477, 
2/21/12,15.3187,17.9586,18.5378,19.0444,10.4872,13.8491,15.413,16.8746,23.1163,19.5753, 
2/17/12,15.3109,17.9336,18.5095,19.0134,10.4666,13.8468,15.4271,16.8621,23.2391,19.3778, 
2/16/12,15.3056,17.9188,18.4919,18.9939,10.4546,13.8463,15.4294,16.822,23.2778,19.3454, 
2/15/12,15.2758,17.8195,18.3621,18.8395,10.3586,13.8457,15.4837,16.6364,22.8863,19.2353, 
2/14/12,15.2811,17.8322,18.3799,18.8609,10.3704,13.8452,15.4816,16.7221,22.9932,19.0939, 
2/13/12,15.2875,17.8619,18.418,18.9062,10.4001,13.8446,15.4448,16.7351,23.0569,19.2527, 
2/10/12,15.2618,17.7801,18.3129,18.7818,10.3228,13.8429,15.4506,16.6186,22.8015,19.0797, 
2/9/12,15.2883,17.8755,18.4357,18.9272,10.4147,13.8424,15.4153,16.7311,23.0538,19.3757, 
2/8/12,15.284,17.8596,18.416,18.9045,10.4,13.8418,15.4378,16.7068,23.0514,19.3119, 
2/7/12,15.2758,17.8349,18.385,18.8684,10.3777,13.8413,15.4327,16.6649,23.0162,19.2577, 
2/6/12,15.2679,17.8057,18.3487,18.8264,10.3506,13.8407,15.4617,16.6306,23.0103,19.1253, 
2/3/12,15.2698,17.8222,18.3702,18.8521,10.368,13.839,15.4222,16.6372,23.035,19.2346, 
2/2/12,15.227,17.6802,18.1872,18.636,10.2334,13.8385,15.4789,16.3961,22.5968,18.9889, 
2/1/12,15.2201,17.6597,18.1607,18.6045,10.2141,13.8379,15.4667,16.3767,22.5183,18.9417, 
1/31/12,15.181,17.5273,17.9901,18.4022,10.0878,13.8373,15.4872,16.2289,22.0832,18.5911, 
1/30/12,15.1771,17.5165,17.9771,18.3873,10.0785,13.8368,15.4638,16.2362,22.0883,18.5178, 
1/27/12,15.1884,17.5637,18.0383,18.4602,10.1251,13.8351,15.4309,16.2766,22.2209,18.7008, 
1/26/12,15.1917,17.5782,18.0538,18.4763,10.1362,13.8345,15.4137,16.3018,22.0711,18.8265, 
1/25/12,15.1953,17.5902,18.0708,18.4965,10.1483,13.8339,15.3618,16.395,22.1696,18.6961, 
1/24/12,15.1614,17.4842,17.936,18.3381,10.0505,13.8333,15.3285,16.2524,21.908,18.4497, 
1/23/12,15.1661,17.5025,17.9568,18.3608,10.0655,13.8328,15.3263,16.2683,21.7955,18.5923, 
1/20/12,15.1568,17.4709,17.9186,18.317,10.0372,13.831,15.3376,16.2604,21.8139,18.3967, 
1/19/12,15.1526,17.4543,17.8981,18.2933,10.0216,13.8305,15.3635,16.2491,21.8068,18.3053, 
1/18/12,15.137,17.4019,17.8314,18.2152,9.9727,13.8299,15.3947,16.1686,21.6794,18.1823, 
1/17/12,15.1008,17.2844,17.681,18.0384,9.8633,13.8293,15.4226,15.9885,21.3332,17.9576, 
1/13/12,15.0793,17.2172,17.5983,17.9428,9.8033,13.827,15.4146,15.9324,21.2851,17.6812, 
1/12/12,15.0924,17.2645,17.6593,18.0147,9.8484,13.8265,15.3722,16.0112,21.4245,17.7783, 
1/11/12,15.0841,17.2385,17.6258,17.9751,9.824,13.8259,15.3784,15.9733,21.3313,17.7333, 
1/10/12,15.0841,17.2458,17.6335,17.9832,9.8305,13.8253,15.3425,15.9665,21.2416,17.8556, 
1/9/12,15.0485,17.1307,17.4877,17.8123,9.7245,13.8247,15.3415,15.8257,20.9625,17.5536, 
1/6/12,15.0412,17.1134,17.4652,17.7858,9.7089,13.823,15.3314,15.7897,20.8654,17.5743, 
1/5/12,15.0486,17.1421,17.5009,17.827,9.7354,13.8224,15.3071,15.8235,20.8754,17.6979, 
1/4/12,15.0515,17.16,17.5201,17.8477,9.7503,13.8219,15.3091,15.7774,20.71,17.9909, 
1/3/12,15.0564,17.1783,17.5441,17.8767,9.7685,13.8213,15.3203,15.7708,20.7935,18.075, 
12/30/11,15.0046,17.0124,17.3371,17.6365,9.6193,13.8193,15.3516,15.5299,20.526,17.6459, 
12/29/11,15.0064,17.0175,17.3453,17.6465,9.6246,13.818,15.3345,15.5959,20.6054,17.5186, 
12/28/11,14.9722,16.9113,17.2112,17.4899,9.5285,13.8173,15.3248,15.4303,20.3476,17.3217, 
12/27/11,15.0082,17.0346,17.3691,17.6757,9.6441,13.8166,15.2597,15.6215,20.7344,17.5521, 
12/23/11,15.0013,17.0189,17.3497,17.6531,9.6306,13.8139,15.2389,15.62,20.6766,17.5038, 
12/22/11,14.9804,16.9522,17.2665,17.5571,9.5711,13.8133,15.2846,15.4799,20.5728,17.4022, 
12/21/11,14.9553,16.8768,17.1717,17.4468,9.5039,13.8126,15.2747,15.3489,20.3954,17.2929, 
12/20/11,14.953,16.87,17.1624,17.4359,9.4971,13.812,15.3031,15.3179,20.3395,17.3296, 
12/19/11,14.8667,16.5969,16.8174,17.0335,9.25,13.8113,15.3547,14.8718,19.6234,16.8758, 
12/16/11,14.9034,16.7197,16.9737,17.2168,9.363,13.8093,15.3347,15.0478,19.9814,17.1155, 
12/15/11,14.8899,16.6813,16.9238,17.1577,9.3276,13.8086,15.3049,14.9997,19.7894,17.0882, 
12/14/11,14.8779,16.6428,16.8741,17.0989,9.2914,13.808,15.3178,14.9497,19.6244,17.028, 
12/13/11,14.9104,16.7501,17.0106,17.2587,9.3902,13.8073,15.2869,15.1196,19.9229,17.2226, 
12/12/11,14.945,16.8693,17.1632,17.4389,9.5024,13.8066,15.2634,15.2488,20.2969,17.5424, 
12/9/11,14.9936,17.0324,17.3686,17.6784,9.6509,13.8046,15.2381,15.4793,20.6289,17.9474, 
12/8/11,14.9398,16.8551,17.1427,17.4132,9.4864,13.804,15.288,15.2221,20.1222,17.5775, 
12/7/11,15.0074,17.0765,17.4239,17.7428,9.6903,13.8033,15.2582,15.5505,20.704,18.0356, 
12/6/11,14.9974,17.0511,17.3938,17.7088,9.6701,13.8026,15.2115,15.5142,20.7291,17.9632, 
12/5/11,15.0014,17.0668,17.4139,17.7329,9.6853,13.802,15.2299,15.4968,20.7773,18.0681, 
12/2/11,14.9669,16.9636,17.2836,17.5807,9.5923,13.8,15.2148,15.3384,20.4982,17.8944, 
12/1/11,14.9611,16.9511,17.2674,17.5613,9.5814,13.7993,15.1596,15.3415,20.4256,17.8752, 
11/30/11,14.9746,16.9938,17.3212,17.6244,9.62,13.7986,15.1974,15.3702,20.5333,18.012, 
11/29/11,14.8417,16.5797,16.8008,17.0194,9.2494,13.798,15.2106,14.7304,19.5415,17.2501, 
11/28/11,14.829,16.5374,16.7502,16.9619,9.2131,13.7973,15.2247,14.6922,19.5564,17.058, 
11/25/11,14.7264,16.2218,16.3559,16.5045,8.9334,13.7953,15.2027,14.2721,18.8242,16.3707, 
11/23/11,14.7408,16.2666,16.4126,16.5711,8.9736,13.794,15.2539,14.3087,18.9481,16.4899, 
11/22/11,14.8098,16.4868,16.6899,16.8941,9.1721,13.7933,15.235,14.631,19.4919,16.9331, 
11/21/11,14.8211,16.5241,16.7377,16.9503,9.2066,13.7926,15.23,14.6909,19.6145,16.9866, 
11/18/11,14.8815,16.7223,16.9864,17.2397,9.3856,13.7906,15.2174,14.9693,20.0009,17.4752, 
11/17/11,14.8812,16.7189,16.9825,17.2354,9.3821,13.79,15.2422,14.9741,20.013,17.4266, 
11/16/11,14.9238,16.8539,17.1539,17.4357,9.505,13.7893,15.2235,15.2293,20.3621,17.5959, 
11/15/11,14.9692,16.9988,17.3371,17.6493,9.6366,13.7887,15.2065,15.4823,20.6879,17.8425, 
11/14/11,14.9656,16.9928,17.3261,17.6352,9.6293,13.788,15.2322,15.4057,20.4871,18.0541, 
11/10/11,14.9264,16.8736,17.1773,17.4623,9.5229,13.7853,15.2151,15.2548,20.2443,17.7507, 
11/9/11,14.9077,16.8128,17.1006,17.3731,9.4674,13.7847,15.2619,15.1222,20.1219,17.6733, 
11/8/11,15.0264,17.1996,17.5903,17.9463,9.8222,13.784,15.2285,15.6967,21.0331,18.5256, 
11/7/11,14.9933,17.0929,17.4557,17.7896,9.7251,13.7833,15.2724,15.5052,20.8059,18.3334, 
11/4/11,14.9768,17.0489,17.4031,17.7302,9.6891,13.7813,15.2537,15.4072,20.8357,18.2563, 
11/3/11,14.996,17.1139,17.4833,17.8227,9.747,13.7807,15.2379,15.5041,20.8697,18.4636, 
11/2/11,14.9362,16.9224,17.2415,17.5405,9.5729,13.78,15.2696,15.2154,20.4032,18.0703, 
11/1/11,14.8923,16.7865,17.0675,17.3362,9.4478,13.7794,15.2758,14.9738,19.9608,17.9251, 
10/31/11,14.9716,17.0518,17.406,17.7338,9.6954,13.7788,15.1962,15.4028,20.6384,18.4671, 
10/28/11,15.0583,17.3521,17.7848,18.1773,9.9741,13.7769,15.1264,15.7933,21.1507,19.4228, 
10/27/11,15.0595,17.3681,17.8057,18.2024,9.9917,13.7763,15.06,15.7869,21.198,19.5561, 
10/26/11,14.9411,16.9789,17.3147,17.6286,9.6354,13.7757,15.1308,15.2625,20.3107,18.5667, 
10/25/11,14.9085,16.8715,17.1779,17.4681,9.5356,13.7751,15.166,15.1032,20.0128,18.3392, 
10/24/11,14.9604,17.0418,17.396,17.7241,9.6937,13.7745,15.088,15.4119,20.5476,18.5524, 
10/21/11,14.911,16.8854,17.1951,17.4869,9.5478,13.7726,15.1018,15.2161,19.942,18.276, 
10/20/11,14.8523,16.7012,16.9631,17.2166,9.3817,13.772,15.1091,14.9347,19.506,17.9144, 
10/19/11,14.8431,16.6753,16.9304,17.1789,9.3589,13.7714,15.1152,14.8667,19.4405,17.925, 
10/18/11,14.8841,16.8078,17.0982,17.3751,9.4798,13.7708,15.1048,15.0549,19.7952,18.1982, 
10/17/11,14.8278,16.6346,16.878,17.1174,9.3224,13.7702,15.1038,14.7533,19.2894,17.9857, 
10/14/11,14.8878,16.8337,17.1313,17.4144,9.5058,13.7683,15.0583,15.0443,19.8538,18.3845, 
10/13/11,14.841,16.6874,16.9466,17.1992,9.3738,13.7677,15.0862,14.7873,19.4865,18.1691, 
10/12/11,14.8426,16.6966,16.958,17.212,9.3823,13.7671,15.0408,14.8299,19.4797,18.1657, 
10/11/11,14.8053,16.5762,16.8074,17.037,9.274,13.7665,15.0662,14.684,19.2091,17.8437, 
10/7/11,14.7009,16.256,16.406,16.5712,8.9889,13.764,15.0854,14.1921,18.4473,17.2557, 
10/6/11,14.7302,16.3441,16.5193,16.7046,9.0693,13.7634,15.1258,14.3079,18.8172,17.3497, 
10/5/11,14.6662,16.1416,16.2666,16.4118,8.8893,13.7628,15.1598,14.0493,18.349,16.8677, 
10/4/11,14.6162,15.9874,16.0747,16.1906,8.7542,13.7622,15.2192,13.7955,18.0049,16.6123, 
10/3/11,14.5494,15.7797,15.8088,15.8787,8.5643,13.7616,15.2602,13.4902,17.1969,16.3709, 
9/30/11,14.6341,16.0594,16.164,16.2946,8.8202,13.7594,15.1799,13.8852,18.0889,16.8677, 
9/29/11,14.7135,16.3121,16.4781,16.6583,9.0436,13.7587,15.1611,14.2409,18.5973,17.4393, 
9/28/11,14.6773,16.1974,16.3369,16.4948,8.9426,13.758,15.1347,14.1257,18.4284,17.0617, 
9/27/11,14.7396,16.3939,16.5864,16.7866,9.1206,13.7573,15.1212,14.4202,19.0935,17.328, 
9/26/11,14.6946,16.2429,16.3983,16.568,8.9846,13.7566,15.178,14.2678,18.7457,16.8697, 
9/23/11,14.6346,16.0609,16.1734,16.3097,8.8269,13.7545,15.2385,13.9422,18.4002,16.5938, 
9/22/11,14.6151,15.9912,16.0852,16.2066,8.762,13.7538,15.3158,13.8562,18.1924,16.4106, 
9/21/11,14.7046,16.2819,16.4504,16.6316,9.0243,13.7531,15.2432,14.3119,18.8751,16.9752, 
9/20/11,14.7884,16.5514,16.7893,17.0264,9.2672,13.7524,15.1937,14.7453,19.5334,17.4556, 
9/19/11,14.7939,16.5686,16.8156,17.0598,9.2866,13.7517,15.2047,14.7694,19.8205,17.3639, 
9/16/11,14.83,16.7009,16.982,17.2545,9.4093,13.7496,15.1352,14.9157,20.0947,17.8024, 
9/15/11,14.82,16.6762,16.9519,17.2208,9.3896,13.7489,15.1277,14.8307,20.0766,17.8429, 
9/14/11,14.7661,16.5047,16.7398,16.9758,9.2383,13.7482,15.1577,14.5773,19.8127,17.4224, 
9/13/11,14.7251,16.3792,16.5823,16.7926,9.1266,13.7475,15.1566,14.3833,19.4741,17.2243, 
9/12/11,14.6953,16.2833,16.4608,16.6505,9.0392,13.7468,15.1894,14.2487,19.1575,17.058, 
9/9/11,14.6877,16.2691,16.4419,16.6289,9.0273,13.7446,15.2125,14.1497,19.0417,17.2384, 
9/8/11,14.7671,16.5264,16.7643,17.0043,9.2592,13.7439,15.1765,14.5371,19.5898,17.7996, 
9/7/11,14.8044,16.6495,16.919,17.1848,9.3707,13.7432,15.1593,14.6927,19.8968,18.1001, 
9/6/11,14.7159,16.3681,16.5645,16.7711,9.1164,13.7425,15.1892,14.2801,19.1468,17.564, 
9/2/11,14.7562,16.5149,16.7453,16.9813,9.2493,13.7397,15.1866,14.3862,19.2487,18.2677, 
9/1/11,14.8323,16.7684,17.0657,17.3563,9.4823,13.739,15.1197,14.7589,19.8776,18.8323, 
8/31/11,14.8592,16.8576,17.1816,17.4933,9.5664,13.7381,15.0695,14.9352,20.2633,18.8568, 
8/30/11,14.8341,16.7717,17.0769,17.3725,9.4899,13.7373,15.0871,14.8594,20.2335,18.4636, 
8/29/11,14.8262,16.7578,17.0587,17.351,9.4789,13.7364,15.0235,14.822,20.1343,18.5465, 
8/26/11,14.7421,16.4983,16.7304,16.9676,9.2445,13.7339,15.0603,14.4128,19.3173,18.1965, 
8/25/11,14.6952,16.3564,16.5497,16.7558,9.1158,13.733,15.0318,14.1959,18.8273,18.0298, 
8/24/11,14.743,16.5119,16.7464,16.9858,9.2574,13.7322,15.007,14.4194,19.2735,18.3246, 
8/23/11,14.7156,16.4262,16.6382,16.8603,9.1805,13.7313,15.0818,14.2311,19.0126,18.3032, 
8/22/11,14.6212,16.1347,16.2725,16.4359,8.9213,13.7305,15.129,13.7598,18.2408,17.8728, 
8/19/11,14.6128,16.1079,16.2412,16.4004,8.8984,13.7279,15.1467,13.7564,18.2647,17.6862, 
8/18/11,14.658,16.2532,16.4238,16.6135,9.0297,13.7271,15.1564,13.9663,18.5868,18.0089, 
8/17/11,14.7956,16.6967,16.9829,17.2669,9.4327,13.7262,15.127,14.616,19.6906,18.9312, 
8/16/11,14.7884,16.6771,16.9608,17.2424,9.4177,13.7254,15.0996,14.5986,19.7618,18.8168, 
8/15/11,14.8168,16.7735,17.084,17.3874,9.5075,13.7245,15.0602,14.7388,20.0883,18.9883, 
8/12/11,14.7465,16.5523,16.8064,17.0639,9.308,13.722,15.093,14.4241,19.5344,18.5196, 
8/11/11,14.7234,16.4866,16.726,16.9714,9.2521,13.7211,15.0357,14.348,19.4416,18.3453, 
8/10/11,14.597,16.079,16.2137,16.3746,8.8834,13.7203,15.1456,13.7119,18.4733,17.5403, 
8/9/11,14.7401,16.5342,16.7762,17.0239,9.2832,13.7194,15.1001,14.339,19.2349,18.6996, 
8/8/11,14.584,16.0394,16.154,16.2969,8.8356,13.7186,15.0254,13.6893,18.0443,17.5362, 
8/5/11,14.7834,16.6864,16.9718,17.2535,9.4259,13.716,14.959,14.665,19.7337,18.8005, 
8/4/11,14.7924,16.7092,17.0056,17.2966,9.4501,13.7152,15.0408,14.6734,20.0784,18.7084, 
8/3/11,14.9484,17.2309,17.6678,18.0751,9.935,13.7143,14.9722,15.4088,21.3954,19.9659, 
8/2/11,14.9342,17.1893,17.6145,18.0124,9.8969,13.7135,14.9632,15.3264,21.2542,19.9491, 
8/1/11,15.0104,17.4496,17.9471,18.4049,10.1426,13.7126,14.8936,15.7285,21.9485,20.5275, 
7/29/11,15.024,17.5034,18.0156,18.4857,10.1944,13.7117,14.8538,15.794,22.0547,20.7281, 
7/28/11,15.0308,17.5393,18.0619,18.5401,10.23,13.7087,14.7662,15.8966,22.1033,20.7832, 
7/27/11,15.0341,17.5528,18.0802,18.562,10.2437,13.7077,14.7431,15.9465,22.1756,20.7426, 
7/26/11,15.1005,17.7738,18.3639,18.8981,10.4528,13.7067,14.7648,16.2763,22.808,21.2103, 
7/25/11,15.1021,17.7799,18.3743,18.9112,10.4604,13.7057,14.7325,16.3436,22.9505,21.0464, 
7/22/11,15.121,17.8476,18.4627,19.0171,10.5261,13.7027,14.7569,16.4362,23.1914,21.1832, 
7/21/11,15.1096,17.8128,18.4192,18.9657,10.4942,13.7018,14.7235,16.4212,23.1259,21.0305, 
7/20/11,15.0684,17.6753,18.246,18.763,10.367,13.7008,14.7532,16.2002,22.898,20.6743, 
7/19/11,15.0603,17.6429,18.207,18.7177,10.3368,13.6998,14.7725,16.2087,22.9324,20.404, 
7/18/11,15.0105,17.4847,18.0046,18.4788,10.1892,13.6988,14.7549,15.9486,22.4695,20.1436, 
7/15/11,15.0426,17.6005,18.1536,18.6559,10.3002,13.6958,14.7649,16.0791,22.8005,20.4887, 
7/14/11,15.0303,17.5669,18.1095,18.6035,10.269,13.6948,14.7557,15.9902,22.6193,20.5607, 
7/13/11,15.0553,17.6495,18.2165,18.7312,10.3478,13.6939,14.784,16.0979,22.9297,20.7176, 
7/12/11,15.0323,17.5713,18.118,18.6149,10.2744,13.6929,14.7666,16.0467,22.7836,20.3748, 
7/11/11,15.047,17.6243,18.1855,18.6946,10.3247,13.6919,14.7611,16.1183,22.8811,20.5437, 
7/8/11,15.1032,17.8263,18.4454,19.0032,10.5192,13.6889,14.7184,16.4148,23.4219,21.0595, 
7/7/11,15.1176,17.8852,18.5212,19.0926,10.5771,13.6879,14.6326,16.5298,23.5565,21.2016, 
7/6/11,15.0905,17.7962,18.4063,18.9567,10.4923,13.6869,14.6662,16.358,23.2604,21.1018, 
7/5/11,15.0895,17.8004,18.4104,18.9611,10.4966,13.686,14.6474,16.3356,23.1706,21.2481, 
7/1/11,15.0881,17.8104,18.4233,18.9765,10.5078,13.682,14.6042,16.3567,23.1295,21.3337, 
6/30/11,15.045,17.669,18.2437,18.7651,10.3762,13.681,14.621,16.1223,22.7687,21.0651, 
6/29/11,15.0105,17.5534,18.099,18.5956,10.2699,13.6801,14.6348,15.961,22.5774,20.7255, 
6/28/11,14.9785,17.4447,17.9637,18.4375,10.1703,13.6792,14.652,15.8279,22.4345,20.3448, 
6/27/11,14.9433,17.3267,17.8134,18.2608,10.0598,13.6782,14.712,15.6221,22.0929,20.1498, 
6/24/11,14.9236,17.268,17.7394,18.1749,10.0067,13.6754,14.7527,15.4798,21.9424,20.134, 
6/23/11,14.9502,17.354,17.8483,18.3022,10.0851,13.6745,14.7455,15.6634,22.128,20.218, 
6/22/11,14.9599,17.3954,17.8988,18.3609,10.1236,13.6735,14.7052,15.7077,22.0938,20.4525, 
6/21/11,14.976,17.4496,17.9676,18.4416,10.1737,13.6726,14.6964,15.8093,22.2138,20.5398, 
6/20/11,14.929,17.295,17.7706,18.2092,10.0293,13.6716,14.701,15.5985,21.7532,20.1978, 
6/17/11,14.9175,17.2672,17.7347,18.1672,10.0045,13.6688,14.7052,15.5146,21.5994,20.2891, 
6/16/11,14.9048,17.2237,17.6814,18.1054,9.9651,13.6679,14.7199,15.4675,21.5797,20.0993, 
6/15/11,14.9031,17.2252,17.6838,18.1088,9.9684,13.6669,14.7053,15.4377,21.5903,20.1873, 
6/14/11,14.9587,17.4212,17.9303,18.3981,10.1507,13.666,14.6382,15.7114,21.9503,20.7755, 
6/13/11,14.9205,17.2903,17.7632,18.2009,10.0271,13.6651,14.6957,15.5148,21.5549,20.498, 
6/10/11,14.918,17.2886,17.7632,18.2025,10.028,13.6622,14.7055,15.4992,21.6357,20.4815, 
6/9/11,14.9605,17.4324,17.9457,18.4173,10.1619,13.6613,14.6935,15.7187,21.9825,20.805, 
6/8/11,14.9447,17.3823,17.8824,18.3434,10.116,13.6603,14.7225,15.6034,21.8624,20.7727, 
6/7/11,14.962,17.449,17.9684,18.4461,10.1813,13.6594,14.6917,15.6659,22.0886,21, 
6/6/11,14.9582,17.4361,17.9517,18.4258,10.1683,13.6585,14.6869,15.6801,22.0237,20.9149, 
6/3/11,14.985,17.5283,18.072,18.5691,10.2567,13.6556,14.691,15.8501,22.3852,20.9861, 
6/2/11,15.005,17.5943,18.1589,18.6724,10.3202,13.6547,14.6714,16.0055,22.6893,20.9445, 
6/1/11,15.0107,17.6106,18.179,18.696,10.334,13.6538,14.7155,16.024,22.6945,20.9895, 
5/31/11,15.0718,17.8189,18.4466,19.0125,10.5316,13.6527,14.6649,16.396,23.3175,21.3122, 
5/27/11,15.032,17.6966,18.2931,18.8326,10.4198,13.6483,14.6481,16.224,23.0558,21.0095, 
5/26/11,15.0098,17.6199,18.1964,18.7183,10.3475,13.6473,14.6532,16.155,22.8922,20.7159, 
5/25/11,14.9886,17.5549,18.1132,18.6196,10.287,13.6462,14.6095,16.0872,22.6635,20.5683, 
5/24/11,14.976,17.5142,18.0597,18.5554,10.2473,13.6451,14.6127,16.0351,22.4413,20.5214, 
5/23/11,14.9737,17.5076,18.0529,18.5481,10.2422,13.644,14.6069,16.0483,22.4979,20.4216, 
5/20/11,15.0165,17.6645,18.2533,18.7859,10.3923,13.6408,14.5967,16.2415,22.8727,20.9087, 
5/19/11,15.0363,17.7328,18.3403,18.8883,10.4563,13.6397,14.5856,16.3677,23.0163,21.0372, 
5/18/11,15.0278,17.707,18.3081,18.8508,10.4329,13.6386,14.5835,16.3307,22.9752,20.9666, 
5/17/11,14.9987,17.6074,18.1798,18.6984,10.3373,13.6376,14.6159,16.1852,22.6266,20.7656, 
5/16/11,15.0073,17.6469,18.2304,18.7591,10.377,13.6365,14.5954,16.1871,22.7246,21.0058, 
5/13/11,15.0168,17.6862,18.2846,18.825,10.4179,13.6332,14.5666,16.2872,22.9979,20.9399, 
5/12/11,15.0419,17.7766,18.4012,18.9637,10.5052,13.6322,14.5434,16.4193,23.279,21.1484, 
5/11/11,15.0351,17.7583,18.3765,18.9345,10.4877,13.6311,14.5665,16.3373,23.147,21.2665, 
5/10/11,15.0644,17.8611,18.5091,19.092,10.5864,13.63,14.5412,16.5118,23.4688,21.4454, 
5/9/11,15.0416,17.7845,18.4099,18.9741,10.5126,13.629,14.5724,16.3793,23.1797,21.344, 
5/6/11,15.0251,17.7395,18.3516,18.9049,10.4706,13.6257,14.5584,16.3048,22.9552,21.3366, 
5/5/11,15.0118,17.6981,18.2993,18.8434,10.4325,13.6246,14.5506,16.2414,22.8586,21.2475, 
5/4/11,15.0401,17.8022,18.4295,18.9962,10.53,13.6236,14.5175,16.3889,22.9398,21.6409, 
5/3/11,15.0657,17.8968,18.5509,19.1407,10.6217,13.6225,14.5016,16.4991,23.1855,21.9545, 
5/2/11,15.0801,17.9531,18.6253,19.2307,10.6789,13.6214,14.483,16.5551,23.4527,22.1057, 
4/29/11,15.0787,17.9514,18.6267,19.2341,10.6802,13.6192,14.4751,16.5841,23.6175,21.9484, 
4/28/11,15.0675,17.9201,18.5873,19.1877,10.6517,13.6169,14.4597,16.5459,23.5252,21.8792, 
4/27/11,15.0519,17.8741,18.5301,19.1207,10.6106,13.6158,14.4218,16.4861,23.461,21.7507, 
4/26/11,15.0277,17.7903,18.4245,18.9964,10.5317,13.6146,14.4436,16.3808,23.3091,21.4651, 
4/25/11,15.0007,17.7084,18.3204,18.8738,10.4565,13.6135,14.4133,16.2351,23.0911,21.358, 
4/21/11,15.0006,17.7217,18.3385,18.896,10.4716,13.609,14.3848,16.2608,23.1123,21.4158, 
4/20/11,14.978,17.6463,18.2433,18.7837,10.401,13.6079,14.386,16.1755,22.9399,21.1752, 
4/19/11,14.9261,17.4687,18.0187,18.5189,10.2344,13.6068,14.4061,15.9592,22.5392,20.6268, 
4/18/11,14.9095,17.4185,17.9559,18.4456,10.1893,13.6056,14.396,15.8678,22.4535,20.5384, 
4/15/11,14.9465,17.5564,18.1321,18.6547,10.3214,13.6022,14.3685,16.0447,22.7904,20.9584, 
4/14/11,14.9328,17.5216,18.0867,18.6006,10.2899,13.6011,14.3146,15.9817,22.6037,20.9972, 
4/13/11,14.9339,17.5273,18.0932,18.608,10.2947,13.6,14.3255,15.9801,22.557,21.0642, 
4/12/11,14.9243,17.4972,18.0554,18.5632,10.2667,13.5989,14.3018,15.9754,22.4888,20.9142, 
4/11/11,14.9491,17.5906,18.1754,18.7057,10.3573,13.5977,14.2566,16.1005,22.7519,21.1847, 
4/8/11,14.954,17.6147,18.2089,18.7468,10.3829,13.5944,14.2506,16.1454,22.9192,21.1794, 
4/7/11,14.9539,17.6089,18.2051,18.7435,10.3787,13.5932,14.2547,16.2102,23.0965,20.896, 
4/6/11,14.96,17.6339,18.2382,18.7835,10.404,13.5921,14.2503,16.2342,23.2156,20.9624, 
4/5/11,14.9513,17.6036,18.2011,18.7404,10.3761,13.591,14.2756,16.1923,23.2133,20.8324, 
4/4/11,14.9541,17.6123,18.2104,18.7507,10.3823,13.5899,14.3087,16.1952,23.1292,20.9137, 
4/1/11,14.9484,17.6027,18.1989,18.7375,10.3747,13.5865,14.2922,16.1875,23.0797,20.9117, 
3/31/11,14.9283,17.5354,18.1143,18.6379,10.3122,13.5854,14.2928,16.1072,22.9421,20.6994, 
