date, L Income, L 2020, L 2030, L 2040, L 2050, G Fund, F Fund, C Fund, S Fund, I Fund, 
11/24/17,19.4237,26.6253,30.2784,32.9077,19.0287,15.5033,18.0844,36.5394,47.626,30.4089, 
11/22/17,19.4068,26.5849,30.2027,32.8111,18.9653,15.5013,18.0978,36.4626,47.5404,30.1435, 
11/21/17,19.3993,26.5702,30.1787,32.7814,18.9468,15.5003,18.0555,36.4867,47.5589,30.0002, 
11/20/17,19.3736,26.5084,30.0626,32.6328,18.8492,15.4993,18.04,36.2491,47.1481,29.879, 
11/17/17,19.3647,26.4893,30.0284,32.5891,18.8202,15.4962,18.0499,36.2014,46.9125,29.8486, 
11/16/17,19.3663,26.4946,30.0391,32.6019,18.8279,15.4952,18.0425,36.2957,46.7103,29.8401, 
11/15/17,19.3344,26.415,29.8862,32.4053,18.6981,15.4942,18.0598,35.9895,46.1516,29.6547, 
11/14/17,19.3513,26.4609,29.9778,32.5234,18.7764,15.4932,18.0252,36.1811,46.36,29.8152, 
11/13/17,19.3556,26.4741,30.0056,32.5599,18.8009,15.4922,18.0076,36.259,46.4796,29.8223, 
11/10/17,19.3579,26.4842,30.029,32.5911,18.8219,15.4892,18.0049,36.2226,46.455,30.0236, 
11/9/17,19.3636,26.4952,30.0464,32.6122,18.8345,15.4882,18.0697,36.2425,46.4065,30.0696, 
11/8/17,19.3797,26.5356,30.1238,32.7117,18.8998,15.4872,18.0887,36.3701,46.635,30.2122, 
11/7/17,19.373,26.519,30.092,32.671,18.8728,15.4862,18.1068,36.317,46.558,30.1386, 
11/6/17,19.376,26.5288,30.114,32.7014,18.8943,15.4852,18.0999,36.3238,46.9565,30.1221, 
11/3/17,19.368,26.5144,30.0915,32.6738,18.8768,15.4821,18.077,36.2743,46.8185,30.1451, 
11/2/17,19.3622,26.5015,30.0687,32.6454,18.8586,15.4811,18.073,36.1591,46.751,30.224, 
11/1/17,19.3559,26.4889,30.0474,32.6187,18.8417,15.4801,18.0483,36.1483,46.7103,30.1559, 
10/31/17,19.3495,26.4745,30.0219,32.5875,18.822,15.4792,18.0487,36.0912,46.8782,30.0511, 
10/30/17,19.3417,26.4554,29.9852,32.5395,18.7897,15.4782,18.0537,36.0557,46.5668,30.0094, 
10/27/17,19.341,26.4617,30.0058,32.569,18.8113,15.4754,17.9972,36.1686,46.9381,29.8696, 
10/26/17,19.3182,26.408,29.9067,32.4433,18.7297,15.4744,17.9686,35.8795,46.6428,29.8892, 
10/25/17,19.3125,26.3945,29.8812,32.4104,18.7077,15.4734,17.9764,35.834,46.4786,29.8732, 
10/24/17,19.3291,26.4349,29.9576,32.5082,18.7717,15.4725,18.0084,36.0015,46.7515,29.927, 
10/23/17,19.3262,26.4273,29.9424,32.4886,18.7584,15.4715,18.0323,35.9423,46.6556,29.9553, 
10/20/17,19.3352,26.455,30.0006,32.5651,18.8098,15.4687,18.0153,36.0848,46.9713,29.9691, 
10/19/17,19.328,26.4353,29.9608,32.5135,18.7751,15.4677,18.062,35.8988,46.7239,30.0936, 
10/18/17,19.3226,26.4241,29.9421,32.4904,18.7606,15.4668,18.0452,35.8841,46.7598,30.0155, 
10/17/17,19.3184,26.4123,29.9176,32.4584,18.7387,15.4658,18.0827,35.856,46.6423,29.946, 
10/16/17,19.3215,26.4222,29.9388,32.4866,18.758,15.4648,18.0733,35.8322,46.7419,30.0728, 
10/13/17,19.3159,26.4106,29.9188,32.462,18.742,15.462,18.0961,35.7688,46.7262,30.0628, 
10/12/17,19.306,26.3899,29.8836,32.4183,18.7145,15.461,18.0564,35.7367,46.76,29.9359, 
10/11/17,19.3058,26.3918,29.8895,32.4262,18.72,15.4601,18.0388,35.7938,46.7921,29.8837, 
10/10/17,19.2993,26.377,29.8629,32.3929,18.6985,15.4591,18.0373,35.7288,46.7748,29.8487, 
10/6/17,19.2832,26.3441,29.8072,32.3239,18.6547,15.4553,18.0083,35.7093,46.8613,29.58, 
10/5/17,19.2864,26.3522,29.8227,32.3439,18.6677,15.4543,18.0264,35.7366,46.914,29.5978, 
10/4/17,19.2742,26.3221,29.7655,32.2712,18.6201,15.4534,18.0442,35.5299,46.7546,29.6481, 
10/3/17,19.2712,26.3157,29.7548,32.2581,18.6119,15.4524,18.0452,35.4832,46.7725,29.6579, 
10/2/17,19.2597,26.2892,29.7059,32.1961,18.5715,15.4514,18.0353,35.4051,46.658,29.56, 
9/29/17,19.2461,26.256,29.6461,32.1193,18.5206,15.4496,18.0354,35.2685,46.2275,29.5957, 
9/28/17,19.2289,26.2141,29.5712,32.0247,18.459,15.4478,18.0365,35.1376,46.1071,29.4395, 
9/27/17,19.2171,26.1859,29.521,31.9611,18.4176,15.447,18.0233,35.088,46.0052,29.2906, 
9/26/17,19.2048,26.1498,29.4501,31.8682,18.3545,15.4461,18.0898,34.9455,45.4719,29.273, 
9/25/17,19.2114,26.1679,29.4839,31.9112,18.3825,15.4452,18.0942,34.9404,45.4025,29.4869, 
9/22/17,19.2155,26.1853,29.5213,31.9603,18.4156,15.4425,18.0532,35.018,45.4259,29.5932, 
9/21/17,19.2057,26.1621,29.4802,31.9078,18.3813,15.4416,18.0385,34.9949,45.2755,29.4688, 
9/20/17,19.2193,26.1988,29.5486,31.9953,18.4386,15.4407,18.0356,35.1006,45.3662,29.6496, 
9/19/17,19.2149,26.1865,29.5248,31.9642,18.4174,15.4398,18.061,35.0785,45.2028,29.5994, 
9/18/17,19.2053,26.1629,29.4826,31.911,18.3829,15.4389,18.0625,35.0394,45.2313,29.4248, 
9/15/17,19.1962,26.1418,29.4451,31.863,18.351,15.4362,18.0803,34.9873,44.9789,29.3879, 
9/14/17,19.186,26.1166,29.3995,31.8048,18.3127,15.4354,18.0802,34.9185,44.8077,29.3087, 
9/13/17,19.1905,26.1297,29.425,31.8377,18.3345,15.4345,18.0749,34.9456,44.8407,29.3994, 
9/12/17,19.1917,26.133,29.4311,31.8456,18.3396,15.4336,18.0897,34.9188,44.8229,29.4743, 
9/11/17,19.1792,26.1,29.3692,31.7661,18.2867,15.4327,18.1192,34.7997,44.559,29.4021, 
9/8/17,19.1438,26.0085,29.2012,31.5523,18.1462,15.43,18.1714,34.4263,44.0654,29.2231, 
9/7/17,19.1433,26.0077,29.2,31.5505,18.1447,15.4291,18.1783,34.4763,44.0255,29.153, 
9/6/17,19.1324,25.9843,29.1614,31.503,18.1151,15.4282,18.1356,34.4745,44.1591,28.9302, 
9/5/17,19.1255,25.9654,29.1258,31.4577,18.0851,15.4274,18.1704,34.3669,44.0996,28.9076, 
9/1/17,19.1419,26.019,29.2336,31.5982,18.1795,15.4237,18.0898,34.6281,44.5652,28.9834, 
8/31/17,19.1313,25.9903,29.1797,31.5288,18.1332,15.4228,18.1218,34.5553,44.3403,28.8694, 
8/30/17,19.1038,25.9222,29.0571,31.3728,18.0312,15.4219,18.0978,34.3572,43.8878,28.6886, 
8/29/17,19.0929,25.895,29.0078,31.3099,17.9899,15.4209,18.1023,34.1909,43.5748,28.7883, 
8/28/17,19.0922,25.8956,29.0109,31.3146,17.9935,15.42,18.0886,34.1572,43.5765,28.8662, 
8/25/17,19.0854,25.8829,28.9917,31.2913,17.9789,15.4171,18.0771,34.1392,43.541,28.8189, 
8/24/17,19.0731,25.8541,28.9412,31.2277,17.9377,15.4161,18.0573,34.0786,43.4287,28.6945, 
8/23/17,19.0779,25.8664,28.963,31.2546,17.9546,15.4152,18.0746,34.1484,43.3572,28.7223, 
8/22/17,19.0819,25.8805,28.9918,31.2917,17.9793,15.4142,18.0374,34.264,43.4044,28.7056, 
8/21/17,19.0539,25.8081,28.8592,31.1232,17.8689,15.4133,18.0618,33.9255,42.9622,28.6598, 
8/18/17,19.0472,25.796,28.8414,31.102,17.8559,15.4104,18.048,33.8853,42.9619,28.6429, 
8/17/17,19.0483,25.8,28.8497,31.1128,17.8631,15.4095,18.0474,33.9465,43.0111,28.5811, 
8/16/17,19.0957,25.9254,29.0818,31.4089,18.0573,15.4085,18.0245,34.4772,43.744,28.7765, 
8/15/17,19.0827,25.8961,29.0316,31.3459,18.0169,15.4076,17.9868,34.4186,43.6387,28.6578, 
8/14/17,19.0909,25.9161,29.0677,31.3925,18.0475,15.4066,18.0225,34.4277,43.8753,28.7388, 
8/11/17,19.056,25.8296,28.9118,31.1948,17.9182,15.4038,18.0338,34.0837,43.3365,28.6214, 
8/10/17,19.0494,25.8147,28.8862,31.1625,17.8973,15.4028,18.0204,34.0381,43.2192,28.6043, 
8/9/17,19.0988,25.9447,29.1267,31.4697,18.099,15.4019,18.008,34.5256,43.9537,28.908, 
8/8/17,19.1058,25.967,29.172,31.5295,18.1398,15.4009,17.9742,34.534,44.2411,29.0615, 
8/7/17,19.1164,25.9939,29.221,31.5919,18.1804,15.4,17.9989,34.6133,44.3847,29.1434, 
8/4/17,19.1055,25.9708,29.1825,31.5443,18.15,15.3971,17.9891,34.5552,44.3499,29.0524, 
8/3/17,19.1051,25.9683,29.1763,31.5356,18.1434,15.3962,18.0256,34.4901,44.1624,29.1658, 
8/2/17,19.106,25.9742,29.1903,31.5544,18.1565,15.3952,17.9954,34.5586,44.2848,29.114, 
8/1/17,19.1083,25.9816,29.2059,31.5761,18.1719,15.3943,18.001,34.535,44.6178,29.1211, 
7/31/17,19.0888,25.9356,29.1255,31.4751,18.1068,15.3933,17.9584,34.4508,44.5242,28.8791, 
7/28/17,19.0856,25.9316,29.1215,31.4711,18.1048,15.3905,17.959,34.4758,44.6047,28.8016, 
7/27/17,19.0898,25.9457,29.1502,31.5086,18.13,15.3895,17.9345,34.5206,44.6969,28.8719, 
7/26/17,19.0969,25.9642,29.1845,31.5532,18.1595,15.3886,17.9546,34.5506,44.941,28.9203, 
7/25/17,19.0868,25.9427,29.1497,31.5109,18.1336,15.3876,17.912,34.5408,45.1402,28.7109, 
7/24/17,19.0771,25.9139,29.0931,31.4374,18.0838,15.3867,17.9786,34.4405,44.8554,28.6243, 
7/21/17,19.0811,25.927,29.1187,31.4699,18.1046,15.3838,17.9962,34.4762,44.7601,28.7375, 
7/20/17,19.0864,25.9446,29.1544,31.5167,18.1364,15.3829,17.9645,34.489,44.8795,28.8879, 
7/19/17,19.0784,25.9258,29.1216,31.4754,18.1097,15.3819,17.9576,34.492,44.8897,28.7127, 
7/18/17,19.0579,25.874,29.0274,31.3552,18.0307,15.381,17.9551,34.3046,44.4804,28.6377, 
7/17/17,19.0535,25.8674,29.0194,31.3466,18.0264,15.38,17.9137,34.2836,44.5609,28.6257, 
7/14/17,19.0483,25.8591,29.0082,31.3335,18.0183,15.3772,17.8972,34.2841,44.5054,28.6025, 
7/13/17,19.0261,25.8048,28.9117,31.2118,17.9396,15.3762,17.8761,34.1242,44.3604,28.3972, 
7/12/17,19.019,25.7868,28.8789,31.1703,17.9124,15.3753,17.8921,34.0594,44.2986,28.3375, 
7/11/17,18.982,25.696,28.717,30.9657,17.7797,15.3743,17.8504,33.8098,43.9539,28.0027, 
7/10/17,18.982,25.6979,28.7215,30.9711,17.783,15.3734,17.8418,33.8356,43.8352,28.034, 
7/7/17,18.9735,25.6822,28.6985,30.9442,17.7669,15.3705,17.8156,33.8041,43.9672,27.9393, 
7/6/17,18.9603,25.648,28.6353,30.8632,17.7134,15.3696,17.8338,33.5889,43.5441,28.064, 
7/5/17,18.988,25.7188,28.7644,31.0279,17.8211,15.3686,17.8624,33.894,44.1288,28.0778, 
7/3/17,18.9861,25.718,28.7669,31.0331,17.8257,15.3667,17.8473,33.8383,44.2862,28.1369, 
6/30/17,18.9748,25.6892,28.7165,30.9688,17.783,15.3639,17.8813,33.7574,44.0346,28.0699, 
6/29/17,18.9792,25.7004,28.7358,30.9932,17.7985,15.3629,17.9081,33.7044,43.9829,28.2574, 
6/28/17,19.0059,25.7703,28.858,31.1474,17.8984,15.362,17.9424,33.9954,44.3099,28.3326, 
6/27/17,18.9743,25.6862,28.7088,30.9577,17.7738,15.361,17.9532,33.6924,43.7248,28.2004, 
6/26/17,18.9996,25.7516,28.8229,31.102,17.8674,15.3601,18.0007,33.9661,44.1523,28.2213, 
6/23/17,18.9909,25.7337,28.7948,31.0672,17.8451,15.3572,17.9862,33.955,44.0473,28.1425, 
6/22/17,18.9805,25.7078,28.7498,31.0096,17.8071,15.3563,17.9755,33.9022,43.7492,28.0947, 
6/21/17,18.9769,25.6997,28.736,30.9918,17.7953,15.3553,17.9723,33.9175,43.6324,28.0433, 
6/20/17,18.9816,25.7137,28.7622,31.0258,17.8179,15.3544,17.9726,33.9347,43.7503,28.1181, 
6/19/17,19.0062,25.7842,28.8903,31.1898,17.9263,15.3534,17.935,34.1622,44.1764,28.3261, 
6/16/17,18.9774,25.7102,28.7615,31.0272,17.8203,15.3506,17.954,33.8795,43.8317,28.1918, 
6/15/17,18.9666,25.6837,28.7165,30.971,17.7841,15.3496,17.9449,33.8699,43.8921,27.9573, 
6/14/17,18.9913,25.7495,28.8328,31.1189,17.8806,15.3487,17.9674,33.9394,44.0952,28.3852, 
6/13/17,18.984,25.7373,28.8167,31.1006,17.8707,15.3477,17.8994,33.9708,44.2752,28.2322, 
6/12/17,18.9633,25.6835,28.7226,30.9815,17.7929,15.3468,17.8934,33.8096,43.9619,28.0935, 
6/9/17,18.9675,25.6984,28.7511,31.0182,17.817,15.3439,17.9049,33.8403,43.9944,28.1883, 
6/8/17,18.9691,25.7037,28.7609,31.0306,17.8249,15.343,17.909,33.8683,43.9592,28.2103, 
6/7/17,18.9695,25.7044,28.7611,31.0293,17.8228,15.342,17.9233,33.8583,43.6091,28.3402, 
6/6/17,18.9666,25.6961,28.7462,31.0105,17.8103,15.3411,17.9483,33.7986,43.5889,28.3488, 
6/5/17,18.9752,25.7232,28.7969,31.0757,17.8537,15.3402,17.916,33.8924,43.7166,28.4505, 
6/2/17,18.9816,25.7437,28.8357,31.1263,17.8873,15.3373,17.9321,33.9325,43.9355,28.5205, 
6/1/17,18.9541,25.6757,28.7196,30.9804,17.7932,15.3364,17.8818,33.8068,43.7418,28.1962, 
5/31/17,18.9261,25.6005,28.5857,30.8092,17.6802,15.3354,17.8967,33.5487,43.0305,28.1212, 
5/30/17,18.9201,25.5875,28.5646,30.783,17.6634,15.3345,17.8783,33.5588,43.0009,28.0176, 
5/26/17,18.9205,25.5976,28.5891,30.8167,17.6873,15.3307,17.8435,33.5942,43.2489,28.0385, 
5/25/17,18.9229,25.6056,28.6043,30.8366,17.7006,15.3297,17.8413,33.5795,43.2685,28.1386, 
5/24/17,18.9077,25.5678,28.54,30.7565,17.6492,15.3288,17.8271,33.4263,43.2078,28.065, 
5/23/17,18.9017,25.5547,28.519,30.7305,17.6327,15.3279,17.8088,33.3424,43.0973,28.1328, 
5/22/17,18.8983,25.5447,28.5008,30.7073,17.6172,15.3269,17.837,33.2804,43.028,28.1437, 
5/19/17,18.8743,25.4849,28.3983,30.5784,17.5334,15.3241,17.8378,33.109,42.7394,27.9748, 
5/18/17,18.8471,25.4136,28.2736,30.421,17.4309,15.3231,17.8445,32.8855,42.4349,27.766, 
5/17/17,18.8389,25.3912,28.2338,30.3705,17.3976,15.3222,17.8668,32.7645,42.2779,27.7852, 
5/16/17,18.8921,25.5429,28.5083,30.7209,17.6288,15.3212,17.768,33.3608,43.2437,28.0493, 
5/15/17,18.8819,25.5183,28.4667,30.6687,17.5953,15.3203,17.7544,33.3771,43.2694,27.8087, 
5/12/17,18.8602,25.4649,28.3755,30.5539,17.5205,15.3174,17.7525,33.2146,42.9513,27.6944, 
5/11/17,18.8544,25.4562,28.3652,30.5428,17.5151,15.3165,17.6876,33.2629,43.1278,27.5463, 
5/10/17,18.8616,25.4778,28.4052,30.5947,17.5498,15.3156,17.679,33.3243,43.3729,27.5881, 
5/9/17,18.8535,25.4575,28.3699,30.5497,17.5201,15.3146,17.6785,33.2741,43.1666,27.5516, 
5/8/17,18.8598,25.4739,28.3984,30.5855,17.5431,15.3137,17.7005,33.3067,43.174,27.6403, 
5/5/17,18.8669,25.4964,28.4407,30.6406,17.5796,15.3108,17.7156,33.3025,43.3795,27.7982, 
5/4/17,18.8368,25.4179,28.3035,30.4668,17.4662,15.3099,17.7076,33.1662,43.023,27.4186, 
5/3/17,18.8321,25.4039,28.2782,30.435,17.4452,15.309,17.7463,33.1449,43.1276,27.2688, 
5/2/17,18.8386,25.4227,28.3127,30.4799,17.4751,15.308,17.7511,33.1804,43.4014,27.3049, 
5/1/17,18.8297,25.4033,28.2822,30.4432,17.4527,15.3071,17.7181,33.1414,43.5541,27.1766, 
4/28/17,18.822,25.3812,28.2419,30.3913,17.418,15.3061,17.753,33.0838,43.3637,27.1018, 
4/27/17,18.8282,25.404,28.2871,30.4513,17.4588,15.3031,17.7377,33.147,43.7732,27.125, 
4/26/17,18.8259,25.4009,28.2838,30.4479,17.4571,15.3021,17.7197,33.125,43.7667,27.1546, 
4/25/17,18.8214,25.3918,28.2692,30.4294,17.4451,15.3011,17.7023,33.141,43.6394,27.1091, 
4/24/17,18.7998,25.3319,28.1623,30.2936,17.3557,15.3001,17.7518,32.9402,43.3001,26.9514, 
4/21/17,18.7416,25.1796,27.8971,29.9595,17.1382,15.2971,17.7793,32.5866,42.8179,26.2815, 
4/20/17,18.7498,25.2036,27.9403,30.0143,17.1741,15.2961,17.7717,32.6855,42.9386,26.3219, 
4/19/17,18.7245,25.1347,27.8184,29.8599,17.0728,15.2951,17.8096,32.4394,42.5173,26.1882, 
4/18/17,18.7263,25.1393,27.8257,29.8682,17.0773,15.2941,17.8288,32.4907,42.402,26.1804, 
4/17/17,18.7354,25.1698,27.8831,29.9414,17.1259,15.2931,17.7638,32.5844,42.4029,26.3666, 
4/13/17,18.7042,25.0919,27.7499,29.774,17.0171,15.2891,17.777,32.3062,41.9509,26.2532, 
4/12/17,18.722,25.1453,27.8477,29.8992,17.1,15.2881,17.721,32.5273,42.3257,26.3334, 
4/11/17,18.7353,25.1826,27.9152,29.986,17.1575,15.2871,17.7193,32.6498,42.7674,26.357, 
4/10/17,18.7261,25.1645,27.8872,29.9508,17.1353,15.2861,17.655,32.6919,42.5605,26.2554, 
4/7/17,18.7188,25.1507,27.8665,29.9257,17.1194,15.2831,17.64,32.6677,42.4456,26.2396, 
4/6/17,18.7217,25.1577,27.8781,29.9399,17.1281,15.2821,17.6683,32.6945,42.4619,26.2424, 
4/5/17,18.7137,25.1386,27.8455,29.8981,17.1006,15.2811,17.6553,32.6217,42.1089,26.3069, 
4/4/17,18.7244,25.1687,27.9,29.9684,17.1472,15.2801,17.6574,32.7186,42.4956,26.318, 
4/3/17,18.7219,25.1637,27.8923,29.9593,17.1415,15.2792,17.6577,32.6951,42.5126,26.311, 
3/31/17,18.7281,25.1904,27.9439,30.0274,17.1881,15.2761,17.6102,32.7472,42.8703,26.4109, 
3/30/17,18.7351,25.2128,27.9833,30.0769,17.2203,15.2752,17.5887,32.8212,42.7997,26.5367, 
3/29/17,18.7265,25.1879,27.9399,30.0216,17.1835,15.2742,17.6206,32.724,42.5739,26.5218, 
3/28/17,18.7225,25.1813,27.9311,30.0108,17.1771,15.2732,17.5852,32.6816,42.4109,26.6125, 
3/27/17,18.6958,25.1062,27.8029,29.8492,17.0714,15.2722,17.6211,32.4465,42.0909,26.4025, 
3/24/17,18.693,25.1054,27.8051,29.8529,17.0744,15.2692,17.5973,32.48,42.0464,26.3989, 
3/23/17,18.6892,25.0981,27.7942,29.8396,17.0661,15.2682,17.5788,32.5066,42.0157,26.3273, 
3/22/17,18.6847,25.0854,27.772,29.8109,17.0466,15.2672,17.5956,32.5407,41.8781,26.2056, 
3/21/17,18.6792,25.0752,27.7578,29.7942,17.0368,15.2662,17.5596,32.4787,41.8559,26.2516, 
3/20/17,18.7202,25.1942,27.9646,30.0577,17.2106,15.2652,17.5211,32.8836,42.8203,26.4134, 
3/17/17,18.722,25.207,27.991,30.0931,17.235,15.2622,17.491,32.9489,43.0302,26.4075, 
3/16/17,18.7199,25.2043,27.9878,30.089,17.2325,15.2612,17.4708,32.9922,42.9392,26.3704, 
3/15/17,18.7144,25.1896,27.9628,30.0571,17.2113,15.2602,17.4808,33.0444,42.885,26.1872, 
3/14/17,18.6699,25.0767,27.7763,29.8235,17.061,15.2593,17.3865,32.7692,42.3182,25.8849, 
3/13/17,18.6824,25.1137,27.8405,29.9051,17.1145,15.2583,17.3775,32.8788,42.5154,25.9907, 
3/10/17,18.6727,25.0895,27.8007,29.855,17.0815,15.2553,17.4011,32.8556,42.3776,25.8687, 
3/9/17,18.6515,25.0342,27.7087,29.7398,17.007,15.2543,17.3853,32.7483,42.2095,25.6321, 
3/8/17,18.6526,25.0346,27.7083,29.7396,17.0065,15.2533,17.4358,32.7217,42.3596,25.6001, 
3/7/17,18.6654,25.0679,27.7638,29.8095,17.0515,15.2523,17.4805,32.7867,42.5768,25.6942, 
3/6/17,18.6779,25.1021,27.8223,29.8837,17.0998,15.2513,17.5012,32.8805,42.832,25.7624, 
3/3/17,18.6848,25.1268,27.8675,29.9422,17.1387,15.2483,17.4969,32.9875,43.1027,25.7591, 
3/2/17,18.6828,25.1234,27.863,29.9369,17.1355,15.2473,17.4911,32.9703,43.0718,25.7765, 
3/1/17,18.7021,25.176,27.9525,30.0504,17.2095,15.2463,17.5185,33.1616,43.5534,25.784, 
2/28/17,18.6659,25.0694,27.7675,29.816,17.0551,15.2453,17.6125,32.7087,42.9054,25.6781, 
2/27/17,18.6734,25.0931,27.8106,29.8725,17.0933,15.2443,17.6028,32.792,43.3981,25.6259, 
2/24/17,18.6675,25.0776,27.7837,29.8376,17.0692,15.2414,17.6459,32.7539,43.0714,25.6378, 
2/23/17,18.6669,25.0833,27.7977,29.8568,17.0833,15.2404,17.5816,32.6974,43.025,25.8345, 
2/22/17,18.6605,25.0707,27.78,29.8366,17.0719,15.2394,17.5464,32.6799,43.2654,25.7181, 
2/21/17,18.6604,25.0734,27.7865,29.846,17.0787,15.2384,17.5344,32.7117,43.4356,25.6606, 
2/17/17,18.6409,25.026,27.7096,29.7502,17.0168,15.2344,17.5362,32.5153,43.1201,25.6715, 
2/16/17,18.6371,25.0192,27.7002,29.7392,17.0103,15.2334,17.5125,32.4604,43.0594,25.7365, 
2/15/17,18.6285,25.0019,27.6746,29.7085,16.9918,15.2324,17.4627,32.4856,43.1659,25.5675, 
2/14/17,18.6158,24.9657,27.6127,29.6306,16.9407,15.2314,17.4953,32.3193,42.9662,25.5517, 
2/13/17,18.6069,24.9401,27.5691,29.5758,16.9048,15.2304,17.5249,32.1808,42.8315,25.5674, 
2/10/17,18.587,24.8893,27.4857,29.4723,16.838,15.2274,17.5387,32.0045,42.7057,25.4529, 
2/9/17,18.5716,24.848,27.416,29.3846,16.7809,15.2265,17.5481,31.8889,42.4695,25.3497, 
2/8/17,18.5577,24.807,27.3446,29.2935,16.7203,15.2255,17.5952,31.7006,42.0056,25.3972, 
2/7/17,18.5453,24.7783,27.2994,29.238,16.6853,15.2245,17.5534,31.6686,41.9903,25.2479, 
2/6/17,18.5461,24.7841,27.3116,29.2546,16.6971,15.2235,17.5329,31.6597,42.1175,25.2938, 
2/3/17,18.553,24.8144,27.3695,29.33,16.7483,15.2205,17.46,31.7265,42.3278,25.4583, 
2/2/17,18.5281,24.746,27.2534,29.1833,16.6523,15.2195,17.4778,31.4951,41.8115,25.3793, 
2/1/17,18.5241,24.7374,27.2404,29.1677,16.6426,15.2185,17.4682,31.4753,41.8246,25.3471, 
1/31/17,18.5227,24.7334,27.2338,29.1597,16.6374,15.2175,17.489,31.4589,41.8808,25.3137, 
1/30/17,18.5179,24.7235,27.2181,29.1395,16.6241,15.2166,17.4651,31.4866,41.6429,25.2845, 
1/27/17,18.5405,24.7902,27.3339,29.2866,16.7203,15.2136,17.469,31.6755,42.09,25.4482, 
1/26/17,18.5396,24.7924,27.3405,29.2963,16.7278,15.2126,17.4376,31.7016,42.2327,25.416, 
1/25/17,18.5419,24.8023,27.3594,29.3212,16.7448,15.2116,17.4162,31.724,42.3646,25.4479, 
1/24/17,18.5121,24.7183,27.2166,29.1416,16.6275,15.2106,17.4619,31.4713,42.0024,25.2087, 
1/23/17,18.4934,24.6629,27.12,29.0183,16.5456,15.2096,17.5237,31.2661,41.434,25.1846, 
1/20/17,18.4905,24.6654,27.1301,29.0329,16.5567,15.2067,17.4577,31.3493,41.5233,25.1235, 
1/19/17,18.4758,24.6273,27.067,28.9542,16.5059,15.2057,17.4533,31.2436,41.3818,25.0159, 
1/18/17,18.4977,24.6837,27.1603,29.0709,16.5808,15.2047,17.5137,31.3558,41.6549,25.2009, 
1/17/17,18.4922,24.6649,27.1261,29.0268,16.5507,15.2037,17.5709,31.2954,41.4521,25.1602, 
1/13/17,18.5001,24.6982,27.1896,29.1099,16.6071,15.1997,17.5169,31.389,41.8685,25.2413, 
1/12/17,18.4897,24.6692,27.1399,29.0467,16.5653,15.1987,17.5366,31.3304,41.5986,25.1603, 
1/11/17,18.4946,24.6851,27.1683,29.0833,16.5897,15.1978,17.5294,31.3973,41.8195,25.1397, 
1/10/17,18.4818,24.6529,27.1158,29.0182,16.548,15.1968,17.5165,31.3058,41.7302,25.0514, 
1/9/17,18.4734,24.6309,27.0785,28.9703,16.5162,15.1958,17.5179,31.3057,41.4416,24.9606, 
1/6/17,18.4819,24.6622,27.1361,29.0445,16.5656,15.1928,17.481,31.4165,41.667,25.0373, 
1/5/17,18.4815,24.6586,27.1291,29.036,16.5597,15.1918,17.5288,31.2969,41.6788,25.1525, 
1/4/17,18.4655,24.6244,27.0776,28.9745,16.5226,15.1908,17.4449,31.3204,41.9734,24.8195, 
1/3/17,18.4292,24.5264,26.9125,28.7661,16.3866,15.1899,17.4442,31.1352,41.2911,24.4989, 
12/30/16,18.4103,24.4777,26.8356,28.6712,16.3257,15.1869,17.4483,30.8727,40.996,24.6018, 
12/29/16,18.4113,24.4881,26.856,28.6978,16.344,15.1849,17.4053,31.0148,41.146,24.4747, 
12/28/16,18.404,24.4724,26.8325,28.6691,16.3261,15.1839,17.3707,31.0224,41.0922,24.3857, 
12/27/16,18.4235,24.5346,26.9374,28.8019,16.4136,15.1829,17.3166,31.2778,41.5296,24.4181, 
12/23/16,18.4159,24.5181,26.9127,28.7717,16.394,15.1789,17.3328,31.2078,41.373,24.4511, 
12/22/16,18.4089,24.5008,26.8853,28.7372,16.3716,15.1779,17.3226,31.1659,41.1717,24.4479, 
12/21/16,18.4152,24.5205,26.919,28.7807,16.4005,15.177,17.324,31.2199,41.4709,24.4436, 
12/20/16,18.4174,24.5316,26.9395,28.8074,16.4188,15.176,17.2945,31.2957,41.6601,24.3912, 
12/19/16,18.4087,24.5069,26.8989,28.7563,16.3852,15.175,17.3088,31.1779,41.3866,24.4446, 
12/16/16,18.3921,24.4703,26.8439,28.6891,16.343,15.172,17.2525,31.1158,41.208,24.3569, 
12/15/16,18.3935,24.4743,26.8504,28.6969,16.3477,15.171,17.2702,31.1693,41.2416,24.296, 
12/14/16,18.3911,24.464,26.8317,28.6727,16.3308,15.17,17.3235,31.0476,41.0287,24.4253, 
12/13/16,18.4321,24.5778,27.0168,28.9042,16.4803,15.1691,17.3639,31.2993,41.5146,24.7923, 
12/12/16,18.405,24.5036,26.8975,28.7564,16.3855,15.1681,17.3592,31.0901,41.43,24.5479, 
12/9/16,18.4062,24.5129,26.9162,28.7821,16.4034,15.1651,17.3571,31.124,41.7797,24.4917, 
12/8/16,18.3953,24.4784,26.8591,28.7112,16.3571,15.1641,17.4193,30.9401,41.7932,24.4521, 
12/7/16,18.3904,24.4627,26.8318,28.6753,16.3323,15.1631,17.4497,30.8695,41.3463,24.549, 
12/6/16,18.3347,24.3125,26.5915,28.3776,16.1417,15.1621,17.4013,30.4629,40.9518,24.1273, 
